ad_id,publisher_id,type,location,purpose,price,title,description
132,100350,prof,Πάτρα,buy,180000,Κατάστημα 191 τ.μ.,ΠΑΤΡΑ - ΠΕΡΙΟΧΗ ΠΑΠΑΦΛΕΣΣΑ : Διαμπερές ισόγειο κατάστημα προσόψεως  συνολικού εμβαδού 191τ.μ. Αποτελείται απο έναν ενιαίο χώρο και ένα w/c . Διαθέτει μεγάλη πρόσοψη βιτρίνας  εσωτερικές κολόνες με στηρίγματα για κατασκευή παταριού - ορόφου  καθώς και δομημένη καλωδίωση και ανεξάρτητο φωτισμό για πατάρι . Δίδεται και τμηματικά : 145τ.μ. με τιμή ενοικίου 800€ και 46τ.μ. με τιμή ενοικίου 400€ αντίστοιχα . (ΚΩΔ : 3145) (ΤΙΜΗ : 180.000 €) ΜΕΣΙΤΙΚΟ - ΤΕΧΝΙΚΟ ΓΡΑΦΕΙΟ «HELGA REAL ESTATE ? CONSTRUCTION ? ENGINEER PATRA» ΤΟ ΓΡΑΦΕΙΟ ΜΑΣ ΑΝΑΛΑΜΒΑΝΕΙ ΕΠΙΠΛΕΟΝ ΤΗΝ ΕΝΕΡΓΕΙΑΚΗ ΕΠΙΘΕΩΡΗΣΗ ΚΤΙΡΙΩΝ  ΤΗΝ ΕΚΔΟΣΗ ΕΝΕΡΓΕΙΑΚΩΝ ΠΙΣΤΟΠΟΙΗΤΙΚΩΝ  ΤΟΝ ΠΟΛΕΟΔΟΜΙΚΟ ΕΛΕΓΧΟ ΤΩΝ ΑΚΙΝΗΤΩΝ ΣΑΣ  ΚΑΘΩΣ ΚΑΙ ΤΗΝ ΑΝΑΚΑΙΝΙΣΗ ΤΟΥΣ ΕΠΕΙΤΑ ΑΠΟ ΕΝΤΟΛΗ ΤΟΥ ΙΔΙΟΚΤΗΤΗ . ΔΙΕΥΘΥΝΣΗ : ΟΘΩΝΟΣ ΑΜΑΛΙΑΣ 45 3ος όροφος ΠΑΤΡΑ  ΤΗΛΕΦΩΝΟ ΕΠΙΚΟΙΝΩΝΙΑΣ : (+30) 2610437357 EMAIL: info@helga.gr  ΓΙΑ ΠΕΡΙΣΣΟΤΕΡΑ ΑΚΙΝΗΤΑ ΚΑΙ ΠΛΗΡΟΦΟΡΙΕΣ ΕΠΙΣΚΕΦΘΕΙΤΕ ΤΗΝ ΗΛΕΚΤΡΟΝΙΚΗ ΜΑΣ ΣΕΛΙΔΑ ΣΤΗΝ ΔΙΕΥΘΥΝΣΗ www.helga.gr. (ΚΩΔ : 3145) (ΤΙΜΗ : 180.000 €) (Κωδικός Ακινήτου: Γ-3145) -- Απόσταση απο τη θάλασσα 300 Ενεργειακή κλάση B Επιτρέπονται κατοικίδια  Ζώνη Οικιστική Ημιτελές  Κατάλληλο για επαγγελματική χρήση  Νεόδμητο  Προσανατολισμός Ανατολικός Πρόσβαση Ασφαλτος Πρόσοψης  Ρεύμα Τριφασικό Τ.Κ. 262 22 Τύπος Δαπέδων Πλακάκι Φωτεινό
133,100261,prof,Πάτρα,buy,69000,Κατάστημα 120 τ.μ.,Κωδικός ακινήτου: 2-5541 - Πάτρα Άγιος Διονύσιος ΠΩΛΕΙΤΑΙ κατάστημα ισόγειο συνολικής επιφάνειας 120 τ.μ. . Αποτελείται από 1 χώρο μπάνιο . Είναι κατασκευασμένο το 1999 με ενεργειακή κλάση Α+ και διαθέτει κουφώματα αλουμινίου πατώματα από πλακάκι - Τιμή: 69.000 €
134,100284,prof,Πάτρα,buy,420000,Κτίριο 400 τ.μ.,Επί της ακρωτηρίου πλησίον λαχαναγορά. πωλείται τετράφατσο διώροφο επαγγελματικό ακίνητο 400τ.μ.σε οικόπεδο 520τ.μ. κατασκευής 1984.αποτελείται από 2 καταστήματα από 100τ.μ. 2 διαμερίσματα από 100τ.μ.και υπόγειο 200μ.eπίσης υπάρχει μεγάλος προαύλιος χώρος στάθμευσης. διατίθεται πλήρως ανακαινισμένο (προδιαγραφές 2011).βρίσκεται σε πολύ κομβικό εμπορικό σημείο της περιοχής για πολλές επαγγελματικές χρήσεις και μισθωμένο 1.800€ για σοβαρή επένδυση. τιμή πώλησης 420.000€ (κωδ.430) Αχαϊκό σπίτι Real Estate Πάτρα Αμερικής 68 τηλ.2610336023 email axaikospiti@hotmail.com www.axaikospiti.gr
135,100314,prof,Πάτρα,buy,60000,Κατάστημα 110 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 9062 | ΠΑΤΡΑ ΤΕΡΨΗ: ΠΩΛΕΙΤΑΙ ΚΑΤΑΣΤΗΜΑ 110Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΕ ΙΣΟΓΕΙΟ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 1 ΧΩΡΟ ΚΑΙ 1 WC. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 1997 ΚΑΙ ΔΙΑΘΕΤΕΙ ΩΡΑΙΑ ΘΕΑ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΔΑΠΕΔΑ ΑΠΟ ΠΛΑΚΑΚΙ. ΤΟ ΑΚΙΝΗΤΟ ΠΡΟΤΕΙΝΕΤΑΙ ΩΣ ΕΠΕΝΔΥΤΙΚΟ.     ΤΙΜΗ 60.000€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 9062 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
136,100300,prof,Πάτρα,buy,530000,Γραφείο 290 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 4237 | ΠΑΤΡΑ ΠΑΤΡΑ - ΚΕΝΤΡΟ: ΠΩΛΕΙΤΑΙ ΑΝΑΚΑΙΝΙΣΜΕΝΟ ΔΙΑΜΠΕΡΕΣ ΓΡΑΦΕΙΟ 290Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΤΟΝ 1Ο ΟΡΟΦΟ ΜΕ ΑΣΑΝΣΕΡ ΜΕ ΑΥΤΟΝΟΜΗ ΘΕΡΜΑΝΣΗ ΡΕΥΜΑΤΟΣ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 8 ΧΩΡΟΥΣ 1 ΚΟΥΖΙΝΑ ΑΠΟΘΗΚΗ ΚΑΙ 3 WC ΤΟ ΕΝΑ ΑΜΕΑ. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 1990 ΒΑΜΜΕΝΟ ΚΑΙ ΔΙΑΘΕΤΕΙ ΘΕΑ ΣΤΗΝ ΠΟΛΗ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΠΟΡΤΑ ΑΣΦΑΛΕΙΑΣ ΚΛΙΜΑΤΙΣΜΟ ΕΝΕΡΓΕΙΑΚΗ ΚΛΑΣΗ Γ ΔΑΠΕΔΑ ΑΠΟ ΠΛΑΚΑΚΙ. ΤΟ ΑΚΙΝΗΤΟ ΠΡΟΤΕΙΝΕΤΑΙ ΩΣ ΕΠΕΝΔΥΤΙΚΟ. ΤΙΜΗ 530.000€   | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 4237   ΓΙΑ ΠΕΡΙΣΣΟΤΕΡΕΣ ΦΩΤΟΓΡΑΦΙΕΣ ΤΟΥ ΧΩΡΟΥ ΕΠΙΣΚΕΦΘΕΙΤΕ ΤΗ ΣΕΛΙΔΑ ΜΑΣ. Η ΚΟΥΚΚΙΔΑ ΣΤΟΥΣ ΧΑΡΤΕΣ ΤΟΠΟΘΕΤΕΙΤΑΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ.   ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ «NUEVA CASA» ΔΙΕΥΘΥΝΣΗ: ΠΑΝΤΑΝΑΣΣΗΣ 53 ΠΑΤΡΑ WEBSITE: WWW.NUEVACASA.ESTATE E-MAIL: NUEVA_CASA@OUTLOOK.COM ΤΗΛ. ΕΠΙΚΟΙΝΩΝΙΑΣ: 2614 010 635 ΚΙΝΗΤΟ: 6909 569 549
137,100184,land,Πάτρα,rent,350,Οικόπεδο 900 τ.μ.,Πάτρα Συχαινά: Ενοικιάζεται επικλινές Οικόπεδο 900τ.μ. προσόψεως με συντελεστή κάλυψης 0%. Βρίσκεται σε εμπορική ζώνη είναι κατάλληλο για αγροτική χρήση προτείνεται ως επενδυτικό ακίνητο με ωραία θέα. .Τιμή 350€ | Κωδικός Ακινήτου: 1405 Το στίγμα στον χάρτη είναι ενδεικτικό και αποτυπώνει την ευρύτερη περιοχή. ATALLAS (GREEK COAST) REAL ESTATE Τηλέφωνο Επικοινωνίας: (+30) 2610222005 (+30) 2610424008 Διεύθυνση: Κορίνθου 162 Πάτρα 26223 Ιστοσελίδα: www.greekcoast.gr
138,100318,land,Πάτρα,rent,500,Οικόπεδο 1.800 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 4691 | ΠΑΤΡΑ ΣΥΧΑΙΝΑ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΟΙΚΟΠΕΔΟ 1800 Τ.Μ. ΠΡΟΣΟΨΕΩΣ. ΠΕΡΙΕΧΕΙ ΚΤΙΣΜΑ 100 Τ.Μ.. ΑΠΕΧΕΙ 1.5 ΧΛΜ ΑΠΟ ΤΗ ΘΑΛΑΣΣΑ 1.5 ΧΛΜ ΑΠΟ ΠΟΛΗ. ΤΙΜΗ 500€   | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 4691 ΟΛΑ ΤΑ ΑΚΙΝΗΤΑ ΠΟΥ ΕΧΕΙ ΑΝΑΛΑΒΕΙ ΤΟ ΓΡΑΦΕΙΟ ΜΑΣ ΜΠΟΡΕΙΤΕ ΝΑ ΤΑ ΒΡΕΙΤΕ ΣΥΓΚΕΝΤΡΩΜΕΝΑ ΣΤΟ SITE ΜΑΣ: WWW.NUEVACASA.ESTATE Η ΚΟΥΚΚΙΔΑ ΣΤΟΥΣ ΧΑΡΤΕΣ ΤΟΠΟΘΕΤΕΙΤΑΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ Η ΑΚΡΙΒΗΣ ΔΙΕΥΘΥΝΣΗ ΤΟΥ ΑΚΙΝΗΤΟΥ ΔΙΝΕΤΑΙ ΚΑΤΟΠΙΝ ΥΠΟΓΡΑΦΗΣ ΤΗΣ ΕΝΤΟΛΗΣ ΥΠΟΔΕΙΞΕΩΣ ΑΥΤΟΥ ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ «NUEVA CASA» ΔΙΕΥΘΥΝΣΗ: ΠΑΝΤΑΝΑΣΣΗΣ 53 ΠΑΤΡΑ WEBSITE: WWW.NUEVACASA.ESTATE E-MAIL: NUEVA_CASA@OUTLOOK.COM ΤΗΛ. ΕΠΙΚΟΙΝΩΝΙΑΣ: 2614 010 635 ΚΙΝΗΤΟ: 6909 569 549
139,100365,land,Πάτρα,rent,5000,Οικόπεδο 8.000 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 2525 | ΠΑΤΡΑ ΕΓΛΥΚΑΔΑ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΔΙΑΜΠΕΡΕΣ ΟΙΚΟΠΕΔΟ 8000Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΜΕ ΣΥΝΤΕΛΕΣΤΗ ΔΟΜΗΣΗΣ 0.8 ΠΟΣΟΣΤΟ ΚΑΛΥΨΗΣ 40% ΥΨΟΣ 1050 ΜΕΤΡΑ (ΧΤΙΖΕΙ 3 ΟΡΟΦΟΥΣ). ΠΕΡΙΕΧΕΙ ΚΤΙΣΜΑ ΒΡΙΣΚΕΤΑΙ ΣΕ ΟΙΚΙΣΤΙΚΗ ΠΕΡΙΟΧΗ ΠΡΟΤΕΙΝΕΤΑΙ ΩΣ ΕΠΕΝΔΥΤΙΚΟ ΑΚΙΝΗΤΟ ΜΕ ΩΡΑΙΑ ΘΕΑ. ΤΙΜΗ 5.000€   | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 2525   Η ΚΟΥΚΚΙΔΑ ΣΤΟΥΣ ΧΑΡΤΕΣ ΤΟΠΟΘΕΤΕΙΤΑΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ.   ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ «NUEVA CASA» ΔΙΕΥΘΥΝΣΗ: ΠΑΝΤΑΝΑΣΣΗΣ 53 ΠΑΤΡΑ WEBSITE: WWW.NUEVACASA.ESTATE E-MAIL: NUEVA_CASA@OUTLOOK.COM ΤΗΛ. ΕΠΙΚΟΙΝΩΝΙΑΣ: 2614 010 635 ΚΙΝΗΤΟ: 6909 569 549 -
140,100339,land,Πάτρα,rent,450,Αγροτεμάχιο 600 τ.μ.,Πάτρα Περιβόλα: Ενοικιάζεται επίπεδοΑγροτεμάχιο 600τ.μ. προσόψεως. Βρίσκεται σε εμπορική ζώνη είναι κατάλληλο για αγροτική χρήση με θέα το βουνό. Απέχει 4 χλμ από τη θάλασσα 15 χλμ από χωριό 35 χλμ από αεροδρόμιο 3 χλμ από πόλη.Τιμή 450€ | Κωδικός Ακινήτου: 26086 Κτηματομεσιτικό γραφείο Αγγελόπουλος ? Τσεκούρας AT Real Estate Website : www.atrealestate.gr Tip : Για την καλύτερη εξυπηρέτηση σας χρησιμοποιείστε τον κωδικό ακινήτου που αναγράφεται στην περιγραφή Η διεύθυνση στον χάρτη είναι κατά προσέγγιση και η ακριβή διεύθυνση δίνεται κατά την υπόδειξη του ακινήτου . Για περισσότερα ακίνητα και πληροφορίες επισκεφθείτε την ηλεκτρονική μας ιστοσελίδα . Επικοινωνήστε μαζί μας : Website : www.atrealestate.gr E-mail: info@atrealestate.gr  info@libertypatra.gr Τηλέφωνο : 2610-620180 & 2610-226723
141,100170,land,Πάτρα,rent,6000,Οικόπεδο 20.000 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 13676 | ΠΑΤΡΑ Β.Ι.Ο.ΠΑ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΔΙΑΜΠΕΡΕΣ ΓΩΝΙΑΚΟ ΕΠΙΠΕΔΟΟΙΚΟΠΕΔΟ 20000Τ.Μ. ΠΡΟΣΟΨΕΩΣ. ΒΡΙΣΚΕΤΑΙ ΣΕ ΒΙΟΜΗΧΑΝΙΚΗ ΖΩΝΗ ΠΡΟΤΕΙΝΕΤΑΙ ΩΣ ΕΠΕΝΔΥΤΙΚΟ ΑΚΙΝΗΤΟ ΜΕ ΩΡΑΙΑ ΘΕΑ. ΑΠΕΧΕΙ 2 ΧΛΜ ΑΠΟ ΤΗ ΘΑΛΑΣΣΑ.ΤΙΜΗ 6.000€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 13676 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
142,100066,land,Patra,rent,650,Οικόπεδο 800 τ.μ.,Πάτρα Μεταμόρφωση: Ενοικιάζεται διαμπερές γωνιακό Οικόπεδο 800τ.μ. πρόσοψης. Απέχει 1.5 χλμ από τη θάλασσα 10 χλμ από χωριό 35 χλμ από αεροδρόμιο 4 χλμ από πόλη.Τιμή 650€ | Κωδικός Ακινήτου: 20766 ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΑΓΓΕΛΟΠΟΥΛΟΣ-ΤΣΕΚΟΥΡΑΣAT REAL ESTATE  ΔΙΕΥΘΥΝΣΗ: ΑΡΑΤΟΥ 28 ΠΑΤΡΑΙΣΟΓΕΙΟ ΚΑΤΑΣΤΗΜΑ. ΤΗΛΕΦΩΝΟ ΕΠΙΚΟΙΝΩΝΙΑΣ : 2610-620180 FAX: 2610-620735  EMAIL: info@libertypatra.gr ΓΙΑ ΠΕΡΙΣΣΟΤΕΡΑ ΑΚΙΝΗΤΑ ΚΑΙ ΠΛΗΡΟΦΟΡΙΕΣ ΕΠΙΣΚΕΦΘΕΙΤΕ ΤΗΝ ΗΛΕΚΤΡΟΚΙΝΗ ΜΑΣ ΣΕΛΙΔΑ ΣΤΗΝ ΔΙΕΥΘΥΝΣΗ : www.atrealestate.gr
143,100028,land,Πάτρα,rent,1000,Οικόπεδο 2.000 τ.μ.,ΠΕΡΙΟΧΗ ΒΙ.Ο.ΠΑ:Γωνιακό διαμπερές περιφραγμένο οικόπεδο συνολικού εμβαδού 2000. Κατάλληλο για επαγγελματικό χώρο . ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΑΓΓΕΛΟΠΟΥΛΟΣ-ΤΣΕΚΟΥΡΑΣAT REAL ESTATE  ΔΙΕΥΘΥΝΣΗ: ΑΡΑΤΟΥ 28 ΠΑΤΡΑΙΣΟΓΕΙΟ ΚΑΤΑΣΤΗΜΑ. ΤΗΛΕΦΩΝΟ ΕΠΙΚΟΙΝΩΝΙΑΣ : 2610-620180 FAX: 2610-620735  EMAIL: info@libertypatra.gr ΓΙΑ ΠΕΡΙΣΣΟΤΕΡΑ ΑΚΙΝΗΤΑ ΚΑΙ ΠΛΗΡΟΦΟΡΙΕΣ ΕΠΙΣΚΕΦΘΕΙΤΕ ΤΗΝ ΗΛΕΚΤΡΟΚΙΝΗ ΜΑΣ ΣΕΛΙΔΑ ΣΤΗΝ ΔΙΕΥΘΥΝΣΗ : www.atrealestate.gr youtube Διαμόρφωση χώρων Ένας χώρος Εντός οικισμού Κατάσταση Καλή Περιφραγμένο Πλησίον Αγορά Πλησίον Εκκλησία Πλησίον Σχολεία Πλησίον Στάση Αστικής Συγκοινωνίας Προσανατολισμός Γωνιακό Πρόσβαση από Άσφαλτο
144,100280,land,Πάτρα,rent,500,Οικόπεδο 465 τ.μ.,Πάτρα Λεύκα: Ενοικιάζεται επίπεδοΟικόπεδο 465τ.μ. προσόψεως. Βρίσκεται σε εμπορική ζώνηΑπέχει 2 χλμ από τη θάλασσα 15 χλμ από χωριό 35 χλμ από αεροδρόμιο 2 χλμ από πόλη.Τιμή 500€ | Κωδικός Ακινήτου: 24429 Κτηματομεσιτικό γραφείο Αγγελόπουλος ? Τσεκούρας AT Real Estate Website : www.atrealestate.gr Tip : Για την καλύτερη εξυπηρέτηση σας χρησιμοποιείστε τον κωδικό ακινήτου που αναγράφεται στην περιγραφή Η διεύθυνση στον χάρτη είναι κατά προσέγγιση και η ακριβή διεύθυνση δίνεται κατά την υπόδειξη του ακινήτου . Για περισσότερα ακίνητα και πληροφορίες επισκεφθείτε την ηλεκτρονική μας ιστοσελίδα . Επικοινωνήστε μαζί μας : Website : www.atrealestate.gr E-mail: info@atrealestate.gr  info@libertypatra.gr Τηλέφωνο : 2610-620180 & 2610-226723
145,100131,land,Πάτρα,rent,500,Οικόπεδο 468 τ.μ.,Πάτρα ΒΙΟΠΑ ΓΛΑΥΚΟΥ Οικόπεδο Προς Ενοικίαση Εντός σχεδίου 468 τ.μ. Πρόσοψη (μ): 21 Βάθος (μ): 22 Σ.Δ: 06 Σ.Κ: 70 Θέα: δρόμο Χαρακτηριστικά: Οικοδομήσιμο Περιφραγμένο Προσόψεως Επίπεδο Βιοτεχνική Ζώνη Απόσταση απο: Αεροδρόμιο(m): 30000 Θάλασσα(m): 2000 Πόλη(m): 3000 Τιμή: 500€. SmartDeal Τηλ. Επικοινωνίας: 2610342300 email: smartdealpatra@gmail.com
146,100422,land,Πάτρα,rent,500,Οικόπεδο 1.250 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 17940 | ΠΑΤΡΑ ΠΑΤΡΩΝ ΚΛΑΟΥΣ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΔΙΑΜΠΕΡΕΣ ΕΠΙΠΕΔΟ ΟΙΚΟΠΕΔΟ 1250Τ.Μ. ΚΑΙ ΥΠΟΛΟΙΠΟ ΔΟΜΗΣΗΣ 70Τ.Μ.. ΒΡΙΣΚΕΤΑΙ ΣΕ ΟΙΚΙΣΤΙΚΗ ΖΩΝΗ ΠΡΟΤΕΙΝΕΤΑΙ ΩΣ ΕΠΕΝΔΥΤΙΚΟ ΑΚΙΝΗΤΟ ΜΕ ΩΡΑΙΑ ΘΕΑ. ΕΙΝΑΙ ΚΑΤΑΛΛΗΛΟ ΓΙΑ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΧΡΗΣΗ.   ΤΙΜΗ 500€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 17940 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
147,100115,land,Πάτρα,rent,700,Οικόπεδο 930 τ.μ.,οικόπεδο 930τ.μ. με παλιό κτίσμα 120τ.μ. και υπογειο 100τ.μ. με πρόσοψη 20μ.ιδανικό για πολλές επαγγελματικές χρήσεις .Είναι από τα λίγα μοναδικά σε πολύ κομβικό εμπορικό σημείο της περιοχής Αχαϊκό σπίτι Μεσιτικό γραφείο Πάτρα οδός Αμερικής 68 Τ.Κ. 26442 Τηλ. 2610336023www.axaikospiti.gr email axaikospiti@outlook.com.gr
148,100248,land,Patra,rent,3000,Οικόπεδο 6.000 τ.μ.,Πάτρα Γλαύκος: Ενοικιάζεται επίπεδοΟικόπεδο 6000τ.μ. προσόψεως με συντελεστή δόμησης 1.2. Βρίσκεται σε οικιστική ζώνη με ωραία θέα. Απέχει 3 χλμ από τη θάλασσα 10 χλμ από χωριό 35 χλμ από αεροδρόμιο 3 χλμ από πόλη.Τιμή 3.000€ | Κωδικός Ακινήτου: 23805 ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΑΓΓΕΛΟΠΟΥΛΟΣ-ΤΣΕΚΟΥΡΑΣAT REAL ESTATE  ΔΙΕΥΘΥΝΣΗ: ΑΡΑΤΟΥ 28 ΠΑΤΡΑΙΣΟΓΕΙΟ ΚΑΤΑΣΤΗΜΑ. ΤΗΛΕΦΩΝΟ ΕΠΙΚΟΙΝΩΝΙΑΣ : 2610-620180 FAX: 2610-620735  EMAIL: info@libertypatra.gr ΓΙΑ ΠΕΡΙΣΣΟΤΕΡΑ ΑΚΙΝΗΤΑ ΚΑΙ ΠΛΗΡΟΦΟΡΙΕΣ ΕΠΙΣΚΕΦΘΕΙΤΕ ΤΗΝ ΗΛΕΚΤΡΟΚΙΝΗ ΜΑΣ ΣΕΛΙΔΑ ΣΤΗΝ ΔΙΕΥΘΥΝΣΗ : www.atrealestate.gr .Η ΔΙΕΥΘΥΝΣΗ ΕΙΝΑΙ ΕΝΔΕΙΚΤΙΚΗ ΣΤΗΝ ΠΕΡΙΟΧΗ ΠΟΥ ΒΡΙΣΚΕΤΑΙ ΤΟ ΑΚΙΝΗΤΟ .
